movie,trackname,musicDirector,singers,cast,releaseYear
Fida,Maine Jisko Chaaha,"Anu Malik, Background Score:, Raju Singh",Alisha Chinai & Sonu Nigam,"Kareena Kapoor Khan, Shahid Kapoor, Fardeen Khan, Kim Sharma, Akhilendra Mishra, Vivek Vaswani, Dinesh Hingoo, Viju Khote",2004
Fida,Nazar Nazar,"Anu Malik, Background Score:, Raju Singh",Udit Narayan & Sapna Mukherjee,"Kareena Kapoor Khan, Shahid Kapoor, Fardeen Khan, Kim Sharma, Akhilendra Mishra, Vivek Vaswani, Dinesh Hingoo, Viju Khote",2004
Kismat,Mahi Mahi Mahi,Anand Raj Anand,Sunidhi Chauhan,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Kismat,Sajna Se Milne Jaana,Anand Raj Anand,Sunidhi Chauhan,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Kismat,Dil Teri Deewangi Mein,Anand Raj Anand,Anand Raj Anand & Richa Sharma,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Kismat,Chitti Dudh Kudi,Anand Raj Anand,Shaan & Gayatri Iyer,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Kismat,Hum Hain Mast Maula,Anand Raj Anand,Abhijeet & Alka Yagnik,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Kismat,Bicchi Padi Hai,Anand Raj Anand,Not Found,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Kismat,Mahi Mahi Mahi,Anand Raj Anand,Sunidhi Chauhan,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Kismat,Sajna Se Milna Jaana,Anand Raj Anand,Not Found,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Kismat,Dil Teri Deewangi Mein,Anand Raj Anand,Anand Raj Anand & Richa Sharma,"Bobby Deol, Priyanka Chopra Jonas, Kabir Bedi, Sanjay Narvekar, Mohan Joshi, Shahbaz Khan, Smita Jaykar, Mushtaq Khan, Veerendra Saxena, Ashish Vidhyarthi",2004
Lakshya,Main Aisa Kyun Hoon,Shankar–Ehsaan–Loy,Shaan & Nilesh P.,"Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Boman Irani, Sushant Singh, Raj Zutshi, Ranvir Shorey, Parmeet Sethi, Lillete Dubey",2004
Lakshya,Agar Main Kahoon,Shankar–Ehsaan–Loy,"Alka Yagnik, Udit Narayan & Shankar Ehsaan Loy","Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Boman Irani, Sushant Singh, Raj Zutshi, Ranvir Shorey, Parmeet Sethi, Lillete Dubey",2004
Lakshya,Kitni Baatein,Shankar–Ehsaan–Loy,"Sadhana Sargam, Hariharan & Shankar Ehsaan Loy","Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Boman Irani, Sushant Singh, Raj Zutshi, Ranvir Shorey, Parmeet Sethi, Lillete Dubey",2004
Lakshya,Lakshya,Shankar–Ehsaan–Loy,Shankar Mahadevan & Shankar Ehsaan Loy,"Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Boman Irani, Sushant Singh, Raj Zutshi, Ranvir Shorey, Parmeet Sethi, Lillete Dubey",2004
Lakshya,Kandhon Se Milte Hain Kandhe,Shankar–Ehsaan–Loy,"Shankar Mahadevan, Sonu Nigam, Hariharan, Kunal Ganjawala, Roop Kumar Rathod, Shankar Ehsaan Loy & Vijay Prakash","Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Boman Irani, Sushant Singh, Raj Zutshi, Ranvir Shorey, Parmeet Sethi, Lillete Dubey",2004
Lakshya,Separation,Shankar–Ehsaan–Loy,Shankar Ehsaan Loy,"Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Boman Irani, Sushant Singh, Raj Zutshi, Ranvir Shorey, Parmeet Sethi, Lillete Dubey",2004
Lakshya,"Kitni Baatein"" (Reprise)",Shankar–Ehsaan–Loy,"Hariharan, Sadhana Sargam & Shankar Ehsaan Loy","Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Boman Irani, Sushant Singh, Raj Zutshi, Ranvir Shorey, Parmeet Sethi, Lillete Dubey",2004
Lakshya,Victory,Shankar–Ehsaan–Loy,Shankar Ehsaan Loy,"Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Boman Irani, Sushant Singh, Raj Zutshi, Ranvir Shorey, Parmeet Sethi, Lillete Dubey",2004
Madhoshi,O Jaane Jaana,Roop Kumar Rathod,Udit Narayan & Sadhana Sargam,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Naina Dhaliwal, Shweta Tiwari, Dolly Bindra, Vikram Gokhale, Adi Irani",2004
Madhoshi,Pyar Ka Khumar,Roop Kumar Rathod,Alka Yagnik,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Naina Dhaliwal, Shweta Tiwari, Dolly Bindra, Vikram Gokhale, Adi Irani",2004
Madhoshi,Yeh Ishq Hai Gunah,Roop Kumar Rathod,Sukhwinder Singh & Sunidhi Chauhan,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Naina Dhaliwal, Shweta Tiwari, Dolly Bindra, Vikram Gokhale, Adi Irani",2004
Madhoshi,Madhoshi,Roop Kumar Rathod,Roop Kumar Rathod,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Naina Dhaliwal, Shweta Tiwari, Dolly Bindra, Vikram Gokhale, Adi Irani",2004
Madhoshi,Chale Bhi Aao,Roop Kumar Rathod,Sonu Nigam,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Naina Dhaliwal, Shweta Tiwari, Dolly Bindra, Vikram Gokhale, Adi Irani",2004
Musafir,"Ishq Kabhi Kario Na"" (Flea Market Trance Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta","Rimmi, Rupesh, Anuradha Paudwal & Bhavanjali","Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Musafir,"Saaki"" (Psychedelic Insomnia Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta",Sukhwinder Singh & Sunidhi Chauhan,"Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Musafir,"Door Se Paas"" (Missy in the Pool Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta",Not Found,"Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Musafir,"Rabba"" (Agony And Ecstasy Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta",Mohit Chauhan,"Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Musafir,"Tez Dhaar"" (Sex on Wheels Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta",Sanjay Dutt & Jatin Sharma,"Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Musafir,"Ishq Kabhi Kario Na"" (Paradiso Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta","Rimmi, Rupesh, Anuradha Paudwal & Bhavanjali","Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Musafir,"Ishq Samunder*"" (Back To Life Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta",Not Found,"Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Musafir,"Rama Re"" (The Boys Are Back Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta",Not Found,"Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Musafir,"Rabba"" (Kinky in Ibiza Mix)","Vishal–Shekhar, Guest Composer:, Anand Raj Anand, Background Score:, Sandeep Chowta",Not Found,"Anil Kapoor, Sanjay Dutt, Sameera Reddy, Mahesh Manjrekar, Aditya Pancholi, Koena Mitra, Shakti Kapoor, Manoj Pahwa, Ashwini Kalsekar",2004
Naach,Berang Zindagi,"Amar Mohile, Shailendra-Swapnil, Nitin Raikwar, Background Score, Amar Mohile",Sukhwinder Singh & Gayatri Iyer,"Abhishek Bachchan, Antara Mali, Riteish Deshmukh, Manoj Pahwa, Rajendra Sethi",2004
Naach,Naach Naach Ke,"Amar Mohile, Shailendra-Swapnil, Nitin Raikwar, Background Score, Amar Mohile",Shweta Pandit,"Abhishek Bachchan, Antara Mali, Riteish Deshmukh, Manoj Pahwa, Rajendra Sethi",2004
Naach,Ishq Da Tadka,"Amar Mohile, Shailendra-Swapnil, Nitin Raikwar, Background Score, Amar Mohile",Adnan Sami & Sonu Kakkar,"Abhishek Bachchan, Antara Mali, Riteish Deshmukh, Manoj Pahwa, Rajendra Sethi",2004
Naach,Sara Sara,"Amar Mohile, Shailendra-Swapnil, Nitin Raikwar, Background Score, Amar Mohile",Sara Bareilles,"Abhishek Bachchan, Antara Mali, Riteish Deshmukh, Manoj Pahwa, Rajendra Sethi",2004
Naach,"Rakth Ka Hai"" (Reprise)","Amar Mohile, Shailendra-Swapnil, Nitin Raikwar, Background Score, Amar Mohile",Makarand Deshpande,"Abhishek Bachchan, Antara Mali, Riteish Deshmukh, Manoj Pahwa, Rajendra Sethi",2004
Naach,Bandhane Lagi,"Amar Mohile, Shailendra-Swapnil, Nitin Raikwar, Background Score, Amar Mohile",Shweta Pandit & Sumit Kumar,"Abhishek Bachchan, Antara Mali, Riteish Deshmukh, Manoj Pahwa, Rajendra Sethi",2004
Naach,Awara Man Mein,"Amar Mohile, Shailendra-Swapnil, Nitin Raikwar, Background Score, Amar Mohile",Shweta Pandit,"Abhishek Bachchan, Antara Mali, Riteish Deshmukh, Manoj Pahwa, Rajendra Sethi",2004
Naach,Rakth Ka Hai,"Amar Mohile, Shailendra-Swapnil, Nitin Raikwar, Background Score, Amar Mohile",Makarand Deshpande,"Abhishek Bachchan, Antara Mali, Riteish Deshmukh, Manoj Pahwa, Rajendra Sethi",2004
Raincoat,"Piya Tora Kaisa Abhiman"" (Female)",Debojyoti Mishra,Shubha Mudgal,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Raincoat,Mathura Nagarpati,Debojyoti Mishra,Not Found,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Raincoat,Raha Dekhe,Debojyoti Mishra,Bollywood Brass Band,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Raincoat,Hamari Galiyan Hoke Aana,Debojyoti Mishra,Meena Mishra,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Raincoat,"Piya Tora Kaisa Abhiman"" (Male)",Debojyoti Mishra,Hariharan,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Raincoat,"Piya Tora Kaisa Abhiman"" (Film version)",Debojyoti Mishra,Shubha Mudgal,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Raincoat,Akele Hum Nadiya Kinare,Debojyoti Mishra,Shubha Mudgal,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Raincoat,Jug Jiye,Debojyoti Mishra,Not Found,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Raincoat,"Humari Galiyan Hoke Aana"" (Sad)",Debojyoti Mishra,Meena Mishra,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar",2004
Rudraksh,Ishq Khudai,"Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar","Shankar Mahadevan, Mahalakshmi Iyer, Shweta Pandit & Krishna","Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Rudraksh,Ishq Hai Nasha Nasha,"Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar","Jasmine Sandlas, Sachet Tandon, Jaani, White Noise Collectives, Divya Kumar & Sumonto Mukherjee","Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Rudraksh,Dil Ki Aahein,"Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar",KK & K.S. Chithra,"Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Rudraksh,Kya Dard Hai,"Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar","Sukhwinder Singh, Marianne, Nisha, Caralisa & Vishal & Shekhar","Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Rudraksh,Rudraksh,"Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar",Kunal Ganjawala,"Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Rudraksh,Rak-rak-rak,"Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar","Gayatri Iyer, Kunal Ganjawala & Shankar Mahadevan","Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Rudraksh,"Ishq Khudai"" - Remix","Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar","Shankar Mahadevan, Mahalakshmi Iyer, Shweta Pandit & Krishna","Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Rudraksh,Bole - Dole,"Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar","Sandeep Bhumik, Shashi Pritam & K.S. Chithra","Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Rudraksh,Kya Dard Hai,"Shankar–Ehsaan–Loy, Shashi Preetam, Vishal–Shekhar","Sukhwinder Singh, Marianne, Nisha, Caralisa & Vishal & Shekhar","Sanjay Dutt, Suniel Shetty, Bipasha Basu, Isha Koppikar, Kabir Bedi, Raj Zutshi, Veerendra Saxena, Nigaar Khan, Agnes Darenius, Farhad Shahnawaz",2004
Taarzan: The Wonder Car,Chura Lo,"Himesh Reshammiya, Background Score:, Surinder Sodhi","Himesh Reshammiya, Sameer, Shaan & Alka Yagnik","Vatsal Sheth, Ayesha Takia, Farida Jalal, Ajay Devgn, Amrish Puri, Sumeet Pathak, Gulshan Grover, Pankaj Dheer, Sadashiv Amrapurkar, Shakti Kapoor",2004
Taarzan: The Wonder Car,Gonna Fall In Love,"Himesh Reshammiya, Background Score:, Surinder Sodhi","Himesh Reshammiya, Sameer, Kunal Ganjawala, Jayesh Gandhi & Alka Yagnik","Vatsal Sheth, Ayesha Takia, Farida Jalal, Ajay Devgn, Amrish Puri, Sumeet Pathak, Gulshan Grover, Pankaj Dheer, Sadashiv Amrapurkar, Shakti Kapoor",2004
Taarzan: The Wonder Car,O Lala Re,"Himesh Reshammiya, Background Score:, Surinder Sodhi",Cigarettes After Sex,"Vatsal Sheth, Ayesha Takia, Farida Jalal, Ajay Devgn, Amrish Puri, Sumeet Pathak, Gulshan Grover, Pankaj Dheer, Sadashiv Amrapurkar, Shakti Kapoor",2004
Taarzan: The Wonder Car,O Sajan,"Himesh Reshammiya, Background Score:, Surinder Sodhi",Akhil & Dhvani Bhanushali,"Vatsal Sheth, Ayesha Takia, Farida Jalal, Ajay Devgn, Amrish Puri, Sumeet Pathak, Gulshan Grover, Pankaj Dheer, Sadashiv Amrapurkar, Shakti Kapoor",2004
Taarzan: The Wonder Car,Taarzan,"Himesh Reshammiya, Background Score:, Surinder Sodhi","Himesh Reshammiya, Sameer, Kunal Ganjawala, Jayesh Gandhi & Alka Yagnik","Vatsal Sheth, Ayesha Takia, Farida Jalal, Ajay Devgn, Amrish Puri, Sumeet Pathak, Gulshan Grover, Pankaj Dheer, Sadashiv Amrapurkar, Shakti Kapoor",2004
Taarzan: The Wonder Car,Chura Lo Dil Mera,"Himesh Reshammiya, Background Score:, Surinder Sodhi",Kumar Sanu & Alka Yagnik,"Vatsal Sheth, Ayesha Takia, Farida Jalal, Ajay Devgn, Amrish Puri, Sumeet Pathak, Gulshan Grover, Pankaj Dheer, Sadashiv Amrapurkar, Shakti Kapoor",2004
Yuva,Dhakka Dhakka,A. R. Rahman,"Pritam, Benny Dayal & Shefali Alvares","Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Rani Mukerji, Kareena Kapoor Khan, Esha Deol, Om Puri, Anant Nag, Vijay Raaz, Sonu Sood",2004
Yuva,Khuda Hafiz,A. R. Rahman,Sunitha Sarathy & Lucky Ali,"Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Rani Mukerji, Kareena Kapoor Khan, Esha Deol, Om Puri, Anant Nag, Vijay Raaz, Sonu Sood",2004
Yuva,Kabhi Neem Neem,A. R. Rahman,Madhushree & A.R. Rahman,"Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Rani Mukerji, Kareena Kapoor Khan, Esha Deol, Om Puri, Anant Nag, Vijay Raaz, Sonu Sood",2004
Yuva,Dol Dol,A. R. Rahman,Shaheen,"Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Rani Mukerji, Kareena Kapoor Khan, Esha Deol, Om Puri, Anant Nag, Vijay Raaz, Sonu Sood",2004
Yuva,Baadal,A. R. Rahman,Adnan Sami & Alka Yagnik,"Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Rani Mukerji, Kareena Kapoor Khan, Esha Deol, Om Puri, Anant Nag, Vijay Raaz, Sonu Sood",2004
Yuva,Fanaa,A. R. Rahman,"A.R. Rahman, Sunitha & Tanvi","Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Rani Mukerji, Kareena Kapoor Khan, Esha Deol, Om Puri, Anant Nag, Vijay Raaz, Sonu Sood",2004
Bunty Aur Babli,Dhadak Dhadak,Shankar–Ehsaan–Loy,"Nihira Joshi, Sunidhi Chauhan & Udit Narayan","Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Raj Babbar, Rameshwari Talluri, Puneet Issar, Kiran Juneja, Pratima Kazmi, Prem Chopra, Sanjay Mishra",2005
Bunty Aur Babli,Chup Chup Ke,Shankar–Ehsaan–Loy,"Ash King, Muazzam & Rizwan Ali Khan","Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Raj Babbar, Rameshwari Talluri, Puneet Issar, Kiran Juneja, Pratima Kazmi, Prem Chopra, Sanjay Mishra",2005
Bunty Aur Babli,Nach Baliye,Shankar–Ehsaan–Loy,"Loy Mendonsa, Shankar Mahadevan & Sowmya Raoh","Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Raj Babbar, Rameshwari Talluri, Puneet Issar, Kiran Juneja, Pratima Kazmi, Prem Chopra, Sanjay Mishra",2005
Bunty Aur Babli,Bunty Aur Babli,Shankar–Ehsaan–Loy,"Jaspinder Narula, Shankar Mahadevan, Siddharth Mahadevan & Sukhwinder Singh","Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Raj Babbar, Rameshwari Talluri, Puneet Issar, Kiran Juneja, Pratima Kazmi, Prem Chopra, Sanjay Mishra",2005
Bunty Aur Babli,B N B(Lyrics byBlaaze),Shankar–Ehsaan–Loy,Not Found,"Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Raj Babbar, Rameshwari Talluri, Puneet Issar, Kiran Juneja, Pratima Kazmi, Prem Chopra, Sanjay Mishra",2005
Bunty Aur Babli,Kajra Re,Shankar–Ehsaan–Loy,"Alisha Chinai, Javed Ali & Shankar Mahadevan","Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Raj Babbar, Rameshwari Talluri, Puneet Issar, Kiran Juneja, Pratima Kazmi, Prem Chopra, Sanjay Mishra",2005
Black,Haq Allah,Sukhwinder Singh,Sukhwinder Singh & Hans Raj Hans,"Tom Brittney, Holly White, Betsy Blue-English, Dane Whyte O'Hara, Kaja Chan, Georgina Leonidas, Hanneke Talbot, Anton Trendafilov, Asa Ali, Boadicea Ricketts",2026
Black,Peer Manava,Sukhwinder Singh,Sukhwinder Singh & Shraddha Pandit,"Tom Brittney, Holly White, Betsy Blue-English, Dane Whyte O'Hara, Kaja Chan, Georgina Leonidas, Hanneke Talbot, Anton Trendafilov, Asa Ali, Boadicea Ricketts",2026
Black,"Yeh Hindustan Hai"" (Part 1)",Sukhwinder Singh,A.R. Rahman,"Tom Brittney, Holly White, Betsy Blue-English, Dane Whyte O'Hara, Kaja Chan, Georgina Leonidas, Hanneke Talbot, Anton Trendafilov, Asa Ali, Boadicea Ricketts",2026
Black,Main Chali,Sukhwinder Singh,Naresh Iyer & Shreya Ghoshal,"Tom Brittney, Holly White, Betsy Blue-English, Dane Whyte O'Hara, Kaja Chan, Georgina Leonidas, Hanneke Talbot, Anton Trendafilov, Asa Ali, Boadicea Ricketts",2026
Black,Main Chala,Sukhwinder Singh,Taaruk Raina,"Tom Brittney, Holly White, Betsy Blue-English, Dane Whyte O'Hara, Kaja Chan, Georgina Leonidas, Hanneke Talbot, Anton Trendafilov, Asa Ali, Boadicea Ricketts",2026
Black,Jogi Aaya,Sukhwinder Singh,Sadhana Sargam & Sukhwinder Singh,"Tom Brittney, Holly White, Betsy Blue-English, Dane Whyte O'Hara, Kaja Chan, Georgina Leonidas, Hanneke Talbot, Anton Trendafilov, Asa Ali, Boadicea Ricketts",2026
Black,"Yeh Hindustan Hai"" (Part 2)",Sukhwinder Singh,A.R. Rahman,"Tom Brittney, Holly White, Betsy Blue-English, Dane Whyte O'Hara, Kaja Chan, Georgina Leonidas, Hanneke Talbot, Anton Trendafilov, Asa Ali, Boadicea Ricketts",2026
Garam Masala,Ada (Quote FromAmr Diab),Pritam,Not Found,"Akshay Kumar, John Abraham, Paresh Rawal, Daisy Bopanna, Nargis Bagheri, Neetu Chandra, Rimi Sen, Rajpal Yadav, Manoj Joshi, Neha Dhupia",2005
Garam Masala,Chori Chori,Pritam,Alka Yagnik & Sonu Nigam,"Akshay Kumar, John Abraham, Paresh Rawal, Daisy Bopanna, Nargis Bagheri, Neetu Chandra, Rimi Sen, Rajpal Yadav, Manoj Joshi, Neha Dhupia",2005
Garam Masala,Kiss Me Baby,Pritam,Sixpence None the Richer,"Akshay Kumar, John Abraham, Paresh Rawal, Daisy Bopanna, Nargis Bagheri, Neetu Chandra, Rimi Sen, Rajpal Yadav, Manoj Joshi, Neha Dhupia",2005
Garam Masala,Falak Dekhun (Quote FromAmr Diab),Pritam,Not Found,"Akshay Kumar, John Abraham, Paresh Rawal, Daisy Bopanna, Nargis Bagheri, Neetu Chandra, Rimi Sen, Rajpal Yadav, Manoj Joshi, Neha Dhupia",2005
Garam Masala,Dil Samandar,Pritam,"A.R. Rahman, Jonita Gandhi & Hriday Gattani","Akshay Kumar, John Abraham, Paresh Rawal, Daisy Bopanna, Nargis Bagheri, Neetu Chandra, Rimi Sen, Rajpal Yadav, Manoj Joshi, Neha Dhupia",2005
Garam Masala,"Chori Chori"" (II)",Pritam,Suhail Kaul & Rajeev Sundaresan,"Akshay Kumar, John Abraham, Paresh Rawal, Daisy Bopanna, Nargis Bagheri, Neetu Chandra, Rimi Sen, Rajpal Yadav, Manoj Joshi, Neha Dhupia",2005
Garam Masala,"Falak Dekhun (Quote FromAmr Diab)"" (II)",Pritam,Not Found,"Akshay Kumar, John Abraham, Paresh Rawal, Daisy Bopanna, Nargis Bagheri, Neetu Chandra, Rimi Sen, Rajpal Yadav, Manoj Joshi, Neha Dhupia",2005
Garam Masala,"Ada"" (Remix (Quote FromAmr Diab))",Pritam,Not Found,"Akshay Kumar, John Abraham, Paresh Rawal, Daisy Bopanna, Nargis Bagheri, Neetu Chandra, Rimi Sen, Rajpal Yadav, Manoj Joshi, Neha Dhupia",2005
